Player,Pos,Overall,Instincts,FirstStep,Speed,Hands,Release,ArmStrength,ArmAccuracy,Votes,Agreement,tangoid,Season,Team,PositionSpec,Age,GP,FGName,playerid,FGTeam
"Teahen, Mark",RF,55,47,51,63,48,57,60,73,29,0.69,7365,2008,KCA,56,NA,NA,Mark Teahen,4511,Royals
"Vazquez, Ramon",3B,41,38,40,43,32,54,41,48,7,0.74,6815,2007,TEX,NA,NA,NA,Ramon Vazquez,1058,Rangers
J Vizcaino,NA,48,49,42,48,52,57,43,49,12,0.72,NA,2005,HOU,NA,NA,NA,Jose Vizcaino,577,Astros
K Ginter,NA,32,21,42,38,29,30,34,28,12,0.7,NA,2005,OAK,NA,NA,NA,Keith Ginter,1500,Athletics
"Franco, Julio",NA,41,48,27,26,56,44,37,50,10,0.68,NA,2004,ATL,NA,46,70,Julio Franco,87,Braves
"Green, Shawn",RF,NA,31,31,48,55,57,72,71,10,0.47,NA,2003,NA,NA,NA,305,Shawn Green,651,Dodgers
"Molina, Jose",C,62,71,38,22,72,86,83,89,53,0.61,6330,2008,NYA,76,NA,NA,Jose Molina,25,Yankees
J Castro,NA,65,62,70,56,75,64,57,65,17,0.69,NA,2005,MIN,NA,NA,NA,Juan Castro,315,Twins
"Wells, Vernon",NA,79,87,88,75,81,71,67,70,29,0.83,NA,2004,TOR,NA,26,126,Vernon Wells,1326,Blue Jays
"Vina, Fernando",NA,34,8,49,42,37,32,25,49,3,0.81,NA,2004,DET,NA,35,28,Fernando Vina,1189,Tigers
"Raburn, Ryan",2B,51,49,58,59,45,44,53,44,27,0.76,7454,2007,DET,NA,NA,NA,Ryan Raburn,2218,Tigers
"Kennedy, Adam",2B,62,65,63,60,67,69,41,63,12,0.79,6318,2006,ANA,NA,NA,NA,Adam Kennedy,19,Angels
"Berg, Dave",2B,NA,31,35,34,37,34,38,55,10,0.81,NA,2003,NA,NA,NA,67,Dave Berg,1288,Blue Jays
"Wise, DeWayne",NA,52,30,73,74,43,52,52,39,5,0.62,NA,2004,ATL,NA,26,35,DeWayne Wise,1554,Braves
"Olerud, John",NA,58,71,40,25,80,71,48,73,35,0.57,NA,2004,SEA,NA,36,72,John Olerud,1093,- - -
R Barajas,NA,46,54,28,21,55,61,58,60,24,0.66,NA,2005,TEX,NA,NA,NA,Rod Barajas,45,Rangers
"Pierre, Juan",CF,34,25,51,84,35,7,0,11,70,0.57,6550,2007,LAN,NA,NA,NA,Juan Pierre,443,Dodgers
B Hawpe,NA,49,38,35,36,41,66,90,71,6,0.63,NA,2005,COL,NA,NA,NA,Brad Hawpe,1885,Rockies
"Nevin, Phil",3B,NA,21,24,24,25,14,56,18,6,0.57,NA,2003,NA,NA,NA,71,Phil Nevin,1049,Padres
"Baker, John",C,40,48,37,41,39,37,37,33,18,0.75,8297,2008,FLO,39,NA,NA,John Baker,4756,Marlins
D Wright,NA,58,71,66,64,45,48,60,40,78,0.65,NA,2005,NYN,NA,NA,NA,David Wright,3787,Mets
C Crawford,NA,79,86,95,94,75,61,56,60,9,0.86,NA,2005,TBA,NA,NA,NA,Carl Crawford,1201,Devil Rays
"Drew, J.D.",RF,54,55,48,58,52,65,45,59,13,0.61,6117,2006,LAN,NA,NA,NA,J.D. Drew,1152,Dodgers
"Olerud, John",1B,NA,69,47,22,87,58,47,67,16,0.58,NA,2003,NA,NA,NA,293,John Olerud,1093,Mariners
"Matsui, Hideki",LF,36,34,34,38,38,45,26,41,41,0.61,7042,2008,NYA,36,NA,NA,Hideki Matsui,1659,Yankees
"Molina, Bengie",C,NA,64,24,19,71,85,81,96,12,0.63,NA,2003,NA,NA,NA,218,Bengie Molina,24,Angels
"Cano, Robinson",2B,55,52,57,55,47,54,67,63,68,0.66,7497,2007,NYA,NA,NA,NA,Robinson Cano,3269,Yankees
"Paul, Josh",C,41,44,35,44,38,45,41,41,12,0.74,6354,2007,TBA,NA,NA,NA,Josh Paul,251,Devil Rays
"Matsui, Kaz",2B,66,63,77,74,63,62,45,68,13,0.82,7250,2007,COL,NA,NA,NA,Kaz Matsui,1854,Rockies
"Kent, Jeff",2B,38,44,19,19,40,57,46,61,38,0.64,4826,2008,LAN,37,NA,NA,Jeff Kent,1119,Dodgers
"Carroll, Jamey",2B,62,68,63,58,69,71,37,61,13,0.75,7024,2006,COL,NA,NA,NA,Jamey Carroll,1591,Rockies
"Alomar, Roberto",NA,44,38,27,37,61,58,40,57,17,0.65,NA,2004,ARI,NA,36,23,Roberto Alomar,860,- - -
"Tatis, Fernando",RF,35,32,34,43,31,33,38,36,16,0.67,5864,2008,NYN,36,NA,NA,Fernando Tatis,798,Mets
"Bourn, Michael",CF,63,63,84,90,50,50,41,37,18,0.81,7828,2008,HOU,71,NA,NA,Michael Bourn,6387,Astros
"Wigginton, Ty",3B,37,39,32,31,27,44,54,49,17,0.7,6930,2008,HOU,42,NA,NA,Ty Wigginton,1491,Astros
C Blake,NA,45,38,38,43,40,47,68,58,25,0.69,NA,2005,CLE,NA,NA,NA,Casey Blake,719,Indians
"Ardoin, Danny",C,56,66,36,23,61,79,74,70,7,0.53,6541,2006,COL,NA,NA,NA,Danny Ardoin,585,- - -
M Mora,NA,72,76,74,68,71,68,73,66,54,0.77,NA,2005,BAL,NA,NA,NA,Melvin Mora,157,Orioles
"Barmes, Clint",SS,48,54,58,60,43,30,38,35,14,0.43,7231,2006,COL,NA,NA,NA,Clint Barmes,1830,Rockies
"Salazar, Jeff",LF,51,48,56,50,60,47,39,48,23,0.75,7885,2008,ARI,52,NA,NA,Jeff Salazar,4507,Diamondbacks
"Mench, Kevin",NA,56,56,58,63,47,52,64,54,8,0.69,NA,2004,TEX,NA,26,100,Kevin Mench,1261,Rangers
"Daubach, Brian",NA,32,38,28,27,31,28,37,34,21,0.73,NA,2004,BOS,NA,32,17,Brian Daubach,186,Red Sox
"Wigginton, Ty",NA,40,33,35,37,41,47,50,43,15,0.72,NA,2004,NYN,NA,27,79,Ty Wigginton,1491,- - -
"Crede, Joe",3B,NA,67,62,34,59,59,61,69,12,0.8,NA,2003,NA,NA,NA,191,Joe Crede,227,White Sox
"Loretta, Mark",2B,38,36,34,31,46,46,32,51,14,0.68,5504,2008,HOU,39,NA,NA,Mark Loretta,1383,Astros
"Kemp, Matt",CF,72,50,82,89,61,71,86,76,43,0.73,7780,2008,LAN,76,NA,NA,Matt Kemp,5631,Dodgers
"Ordonez, Rey",NA,54,45,62,56,56,55,45,56,13,0.58,NA,2004,CHN,NA,33,17,Rey Ordonez,889,Cubs
"Roberts, Brian",NA,68,72,76,76,65,65,45,62,26,0.75,NA,2004,BAL,NA,27,147,Brian Roberts,166,Orioles
J McEwing,NA,45,61,48,50,46,30,23,49,3,0.74,NA,2005,KCA,NA,NA,NA,Joe McEwing,887,Royals
"Snyder, Chris",C,64,71,48,39,80,75,71,78,35,0.66,7409,2008,ARI,72,NA,NA,Chris Snyder,4606,Diamondbacks
"Huff, Aubrey",1B,27,27,24,20,25,29,35,33,31,0.74,6545,2007,BAL,NA,NA,NA,Aubrey Huff,1213,Orioles
"Edmonds, Jim",NA,83,88,90,66,88,85,76,83,19,0.84,NA,2004,SLN,NA,34,139,Jim Edmonds,1153,Cardinals
"Clark, Brady",LF,38,30,44,46,32,36,41,39,7,0.84,6583,2007,LAN,NA,NA,NA,Brady Clark,1398,- - -
"Nady, Xavier",RF,50,48,46,48,50,52,58,60,33,0.79,6610,2008,PIT,49,NA,NA,Xavier Nady,1658,- - -
"Lee, Carlos",NA,54,61,54,61,57,44,42,53,17,0.69,NA,2004,CHA,NA,28,142,Carlos Lee,243,White Sox
"Anderson, Garret",LF,52,57,41,38,63,65,40,68,24,0.62,5289,2007,ANA,NA,NA,NA,Garret Anderson,2,Angels
"Berkman, Lance",NA,54,58,51,51,52,53,55,64,23,0.62,NA,2004,HOU,NA,28,156,Lance Berkman,548,Astros
"Kendall, Jason",C,44,60,46,44,59,40,10,19,45,0.51,5562,2007,OAK,NA,NA,NA,Jason Kendall,993,- - -
"Broussard, Ben",1B,18,13,13,22,23,23,22,8,7,0.58,6633,2008,TEX,17,NA,NA,Ben Broussard,312,Rangers
"Drew, Stephen",SS,74,75,75,74,71,68,76,77,21,0.74,7560,2006,ARI,NA,NA,NA,Stephen Drew,4251,Diamondbacks
"Kielty, Bobby",RF,NA,46,40,57,44,46,46,50,9,0.82,NA,2003,NA,NA,NA,122,Bobby Kielty,736,- - -
"Finley, Steve",CF,42,28,47,49,46,45,37,39,6,0.56,4307,2007,COL,NA,NA,NA,Steve Finley,54,Rockies
H Blanco,NA,56,59,34,28,65,77,73,79,14,0.7,NA,2005,CHN,NA,NA,NA,Henry Blanco,81,Cubs
"Leone, Justin",NA,47,46,54,50,43,35,65,34,9,0.67,NA,2004,SEA,NA,27,28,Justin Leone,2157,Mariners
"Carroll, Jamey",2B,61,63,59,54,67,72,46,65,12,0.67,7024,2007,COL,NA,NA,NA,Jamey Carroll,1591,Rockies
"Richar, Danny",2B,59,65,72,73,40,45,57,53,6,0.65,8078,2007,CHA,NA,NA,NA,Danny Richar,3767,White Sox
D Johnson,NA,46,51,40,38,56,45,46,44,20,0.71,NA,2005,OAK,NA,NA,NA,Dan Johnson,2167,Athletics
"Span, Denard",RF,78,85,86,86,79,65,62,66,27,0.85,8213,2008,MIN,81,NA,NA,Denard Span,8347,Twins
"Jackson, Conor",1B,28,25,35,30,28,17,34,22,20,0.67,7486,2006,ARI,NA,NA,NA,Conor Jackson,5997,Diamondbacks
S Rolen,NA,86,89,83,58,91,99,93,98,21,0.84,NA,2005,SLN,NA,NA,NA,Scott Rolen,970,Cardinals
"Guillen, Carlos",SS,NA,58,57,49,57,50,50,45,12,0.64,NA,2003,NA,NA,NA,162,Carlos Guillen,1079,Mariners
"Francisco, Ben",LF,42,26,43,52,23,49,61,55,28,0.7,7948,2008,CLE,42,NA,NA,Ben Francisco,4677,Indians
"Payton, Jay",NA,46,43,49,65,37,48,42,32,4,0.76,NA,2004,SDN,NA,32,119,Jay Payton,890,Padres
"Mauer, Joe",C,77,87,62,56,82,93,84,93,31,0.81,7062,2008,MIN,85,NA,NA,Joe Mauer,1857,Twins
K Mench,NA,56,59,58,53,57,49,55,59,28,0.72,NA,2005,TEX,NA,NA,NA,Kevin Mench,1261,Rangers
"Braun, Ryan",LF,49,32,50,70,44,39,71,46,27,0.71,8034,2008,MIL,52,NA,NA,Ryan Braun,3410,Brewers
"Sanchez, Alex",NA,19,4,30,84,7,0,0,0,7,0.67,NA,2004,DET,NA,28,73,Alex Sanchez,708,Tigers
"Anderson, Marlon",2B,41,43,48,60,36,24,35,32,10,0.75,6101,2006,WAS,NA,NA,NA,Marlon Anderson,947,- - -
"Aurilia, Rich",NA,34,27,24,28,44,39,37,47,17,0.6,NA,2004,SEA,NA,33,70,Rich Aurilia,1106,- - -
B Mueller,NA,61,72,55,42,69,67,60,60,119,0.71,NA,2005,BOS,NA,NA,NA,Bill Mueller,295,Red Sox
"Delgado, Wilson",NA,52,46,49,47,56,61,50,63,9,0.86,NA,2004,NYN,NA,32,38,Wilson Delgado,1150,Mets
"Crosby, Bubba",NA,51,44,68,69,48,42,39,38,22,0.6,NA,2004,NYA,NA,28,17,Bubba Crosby,1722,Yankees
J Edmonds,NA,80,85,77,64,88,82,78,90,26,0.79,NA,2005,SLN,NA,NA,NA,Jim Edmonds,1153,Cardinals
"Pratt, Todd",C,NA,38,24,24,64,38,52,50,6,0.63,NA,2003,NA,NA,NA,64,Todd Pratt,968,Phillies
"Matthews Jr., Gary",RF,55,49,63,66,56,50,47,49,14,0.78,6241,2008,ANA,58,NA,NA,Gary Matthews Jr.,153,Angels
"Quintero, Humberto",C,51,47,41,27,54,64,77,64,14,0.77,7235,2008,HOU,59,NA,NA,Humberto Quintero,1824,Astros
"Blum, Geoff",NA,54,65,44,41,55,69,46,59,5,0.79,NA,2004,TBA,NA,31,91,Geoff Blum,550,Devil Rays
"Napoli, Mike",C,45,46,48,35,54,46,43,38,12,0.64,7754,2008,ANA,45,NA,NA,Mike Napoli,3057,Angels
D Jeter,NA,61,55,45,72,66,64,73,67,45,0.53,NA,2005,NYA,NA,NA,NA,Derek Jeter,826,Yankees
"Garciaparra, Nomar",1B,40,42,37,35,42,43,40,39,55,0.6,5706,2007,LAN,NA,NA,NA,Nomar Garciaparra,190,Dodgers
"Langerhans, Ryan",LF,69,77,70,61,77,65,57,68,9,0.81,6920,2008,WAS,69,NA,NA,Ryan Langerhans,98,Nationals
"Franco, Matt",1B,NA,16,22,26,23,17,22,32,10,0.66,NA,2003,NA,NA,NA,39,Matt Franco,1499,Braves
C Biggio,NA,42,44,40,56,39,54,11,48,23,0.62,NA,2005,HOU,NA,NA,NA,Craig Biggio,549,Astros
"Alfonzo, Edgardo",NA,50,56,42,26,57,63,46,63,30,0.73,NA,2004,SFN,NA,31,125,Edgardo Alfonzo,859,Giants
"Pratt, Todd",NA,31,43,24,16,37,25,39,36,7,0.78,NA,2004,PHI,NA,37,37,Todd Pratt,968,Phillies
"Furcal, Rafael",SS,NA,73,80,89,36,44,96,37,22,0.76,NA,2003,NA,NA,NA,310,Rafael Furcal,88,Braves
"Ward, Daryle",NA,27,17,24,18,51,27,29,25,2,0.68,NA,2004,PIT,NA,29,71,Daryle Ward,579,Pirates
"Drew, Stephen",SS,69,71,70,63,59,78,76,72,30,0.78,7560,2007,ARI,NA,NA,NA,Stephen Drew,4251,Diamondbacks
"Perez, Neifi",2B,59,57,56,49,66,68,53,64,27,0.66,5702,2006,CHN,NA,NA,NA,Neifi Perez,620,- - -
"Rodriguez, John",LF,26,18,30,40,20,22,27,24,22,0.7,7605,2006,SLN,NA,NA,NA,John Rodriguez,2338,Cardinals
"Brown, Dee",NA,27,23,32,28,37,32,22,10,3,0.58,NA,2004,KCA,NA,26,48,Dee Brown,593,Royals
"Stynes, Chris",NA,63,56,61,60,78,55,55,84,2,0.75,NA,2004,PIT,NA,31,43,Chris Stynes,303,Pirates
"Vizquel, Omar",SS,83,91,82,70,94,98,45,93,60,0.82,4306,2006,SFN,NA,NA,NA,Omar Vizquel,411,Giants
"Huckaby, Ken",NA,8,8,8,14,10,4,7,0,3,0.36,NA,2004,TEX,NA,33,12,Ken Huckaby,1306,- - -
"Taveras, Willy",CF,71,60,78,92,58,64,73,70,16,0.63,7269,2006,HOU,NA,NA,NA,Willy Taveras,1876,Astros
"Hairston, Scott",NA,18,0,27,50,4,0,29,21,8,0.69,NA,2004,ARI,NA,24,78,Scott Hairston,1926,Diamondbacks
"Wilson, Jack",SS,72,77,68,60,78,80,66,73,21,0.8,6693,2006,PIT,NA,NA,NA,Jack Wilson,1017,Pirates
"Belliard, Ronnie",2B,50,55,46,42,52,62,44,53,33,0.72,5765,2007,WAS,NA,NA,NA,Ronnie Belliard,677,Nationals
"Miles, Aaron",NA,46,59,49,50,32,52,26,39,5,0.71,NA,2004,COL,NA,28,114,Aaron Miles,1844,Rockies
"Molina, Bengie",NA,53,62,26,12,71,67,74,79,14,0.61,NA,2004,ANA,NA,30,85,Bengie Molina,24,Angels
"Johnson, Dan",1B,32,36,28,22,36,38,31,39,30,0.71,7436,2006,OAK,NA,NA,NA,Dan Johnson,2167,Athletics
"Weeks, Rickie",2B,46,40,72,84,14,16,68,11,22,0.53,7213,2006,MIL,NA,NA,NA,Rickie Weeks,1849,Brewers
"DaVanon, Jeff",RF,NA,43,59,59,44,46,49,47,9,0.72,NA,2003,NA,NA,NA,69,Jeff DaVanon,1440,Angels
"Mora, Melvin",3B,54,55,54,53,58,52,57,47,44,0.75,6239,2007,BAL,NA,NA,NA,Melvin Mora,157,Orioles
"Feliz, Pedro",NA,48,47,57,50,39,40,61,44,24,0.65,NA,2004,SFN,NA,29,111,Pedro Feliz,1112,Giants
"Larkin, Barry",NA,64,75,51,54,70,72,56,69,9,0.65,NA,2004,CIN,NA,40,76,Barry Larkin,335,Reds
"Grabowski, Jason",NA,21,17,24,31,10,22,26,18,7,0.7,NA,2004,LAN,NA,28,25,Jason Grabowski,1604,Dodgers
"Snow, J.T.",1B,58,71,50,36,78,65,41,54,30,0.7,4969,2006,BOS,NA,NA,NA,J.T. Snow,1133,Red Sox
"Ojeda, Miguel",NA,38,69,24,50,51,13,42,0,1,0.21,NA,2004,SDN,NA,29,38,Miguel Ojeda,1712,Padres
M Teahen,NA,59,54,61,59,51,62,73,61,10,0.65,NA,2005,KCA,NA,NA,NA,Mark Teahen,4511,Royals
"Betemit, Wilson",NA,45,36,55,60,30,34,61,47,4,0.54,NA,2004,ATL,NA,24,12,Wilson Betemit,1861,Braves
"Posada, Jorge",C,NA,48,39,27,35,62,63,62,39,0.6,NA,2003,NA,NA,NA,262,Jorge Posada,841,Yankees
B Crosby,NA,71,73,74,67,66,76,75,67,28,0.83,NA,2005,OAK,NA,NA,NA,Bobby Crosby,1818,Athletics
"Roberts, Brian",2B,76,83,77,80,75,78,58,79,22,0.8,6741,2006,BAL,NA,NA,NA,Brian Roberts,166,Orioles
"Rodriguez, Guillermo",C,49,36,42,40,45,62,76,64,9,0.69,8051,2007,SFN,NA,NA,NA,Guillermo Rodriguez,7011,Giants
"Thomas, Charles",NA,64,64,78,87,60,45,49,51,14,0.77,NA,2004,ATL,NA,26,63,Charles Thomas,2962,Braves
"Inglett, Joe",2B,51,52,58,60,41,49,39,57,16,0.79,7802,2006,CLE,NA,NA,NA,Joe Inglett,7254,Indians
"Cedeno, Ronny",2B,58,51,68,70,46,54,69,37,43,0.66,7527,2008,CHN,56,NA,NA,Ronny Cedeno,2179,Cubs
"Millar, Kevin",1B,37,46,22,17,64,44,25,38,60,0.67,5981,2008,BAL,41,NA,NA,Kevin Millar,529,Orioles
"Gordon, Alex",3B,68,76,66,63,65,63,76,63,24,0.73,7907,2007,KCA,NA,NA,NA,Alex Gordon,5209,Royals
"Boone, Aaron",1B,32,36,28,35,33,34,30,32,7,0.54,5838,2008,WAS,33,NA,NA,Aaron Boone,311,Nationals
"Mabry, John",NA,43,43,30,21,43,55,71,51,8,0.79,NA,2004,SLN,NA,34,63,John Mabry,1381,Cardinals
"Berkman, Lance",1B,54,57,49,45,56,57,59,58,18,0.72,6279,2006,HOU,NA,NA,NA,Lance Berkman,548,Astros
B Eldred,NA,23,15,13,32,26,22,35,26,5,0.74,NA,2005,PIT,NA,NA,NA,Brad Eldred,4328,Pirates
"Hawpe, Brad",RF,41,21,29,37,28,57,88,69,12,0.59,7322,2008,COL,38,NA,NA,Brad Hawpe,1885,Rockies
"Kearns, Austin",RF,70,78,65,54,71,73,77,74,33,0.8,6851,2007,WAS,NA,NA,NA,Austin Kearns,332,Nationals
"Gonzalez, Alex",SS,63,68,59,49,60,75,63,71,20,0.74,6077,2007,CIN,NA,NA,NA,Alex Gonzalez,520,Reds
"Garko, Ryan",1B,28,29,20,15,36,29,35,40,26,0.63,7503,2008,CLE,29,NA,NA,Ryan Garko,6319,Indians
"Zimmerman, Ryan",3B,77,94,80,63,83,70,77,58,28,0.75,7627,2008,WAS,76,NA,NA,Ryan Zimmerman,4220,Nationals
"Ludwick, Ryan",NA,43,43,44,39,39,39,61,44,12,0.78,NA,2004,CLE,NA,26,13,Ryan Ludwick,1260,Indians
"Casilla, Alexi",2B,62,65,75,81,49,50,53,44,22,0.77,7855,2008,MIN,62,NA,NA,Alexi Casilla,5248,Twins
"Walker, Todd",2B,30,24,29,34,31,27,35,33,34,0.66,5700,2006,SDN,NA,NA,NA,Todd Walker,359,- - -
"Jackson, Conor",LF,34,37,40,42,33,23,32,22,36,0.58,7486,2008,ARI,37,NA,NA,Conor Jackson,5997,Diamondbacks
"Weeks, Rickie",2B,43,35,62,75,19,28,51,17,20,0.56,7213,2007,MIL,NA,NA,NA,Rickie Weeks,1849,Brewers
"Belliard, Ronnie",NA,54,54,46,45,54,61,55,66,18,0.68,NA,2004,CLE,NA,29,147,Ronnie Belliard,677,Indians
"Rolen, Scott",3B,86,90,83,60,90,97,92,98,69,0.84,5668,2007,SLN,NA,NA,NA,Scott Rolen,970,Cardinals
"Phillips, Brandon",2B,73,79,81,79,62,66,66,66,37,0.75,6857,2006,CIN,NA,NA,NA,Brandon Phillips,791,Reds
B Kielty,NA,40,38,39,42,40,41,44,41,23,0.78,NA,2005,OAK,NA,NA,NA,Bobby Kielty,736,Athletics
"Berg, Dave",NA,23,24,20,23,24,23,19,25,17,0.78,NA,2004,TOR,NA,34,34,Dave Berg,1288,Blue Jays
"Luna, Hector",2B,39,27,49,61,21,28,55,28,37,0.68,7084,2006,SLN,NA,NA,NA,Hector Luna,1874,- - -
L Walker,NA,71,80,58,52,73,83,77,84,17,0.75,NA,2005,SLN,NA,NA,NA,Larry Walker,455,Cardinals
"Olivo, Miguel",C,48,39,42,42,33,61,75,66,20,0.7,7028,2008,KCA,54,NA,NA,Miguel Olivo,1638,Royals
"Loretta, Mark",NA,66,69,53,50,69,88,57,81,5,0.82,NA,2004,SDN,NA,33,149,Mark Loretta,1383,Padres
"Barrett, Michael",C,24,24,31,37,17,10,30,14,22,0.61,6098,2007,SDN,NA,NA,NA,Michael Barrett,762,- - -
W Betemit,NA,61,52,67,65,58,60,65,59,11,0.73,NA,2005,ATL,NA,NA,NA,Wilson Betemit,1861,Braves
"Wells, Vernon",CF,72,75,73,70,75,66,65,72,43,0.73,6327,2008,TOR,72,NA,NA,Vernon Wells,1326,Blue Jays
"Carroll, Jamey",NA,64,69,68,60,64,69,47,64,5,0.69,NA,2004,MON,NA,30,55,Jamey Carroll,1591,Expos
"McKay, Cody",NA,19,8,12,14,28,22,29,30,6,0.83,NA,2004,SLN,NA,30,17,Cody McKay,1615,Cardinals
"Cora, Alex",2B,57,60,56,54,59,61,46,60,217,0.81,6023,2007,BOS,NA,NA,NA,Alex Cora,1386,Red Sox
S Fasano,NA,30,35,21,21,28,38,45,35,33,0.6,NA,2005,BAL,NA,NA,NA,Sal Fasano,1205,Orioles
"Jeter, Derek",SS,54,44,35,60,65,64,67,63,81,0.48,5406,2007,NYA,NA,NA,NA,Derek Jeter,826,Yankees
"Miller, Corky",C,25,17,17,16,34,35,41,30,8,0.2,6799,2008,ATL,30,NA,NA,Corky Miller,342,Braves
J Mabry,NA,39,36,33,34,42,34,53,49,14,0.69,NA,2005,SLN,NA,NA,NA,John Mabry,1381,Cardinals
D Mohr,NA,51,29,61,55,51,48,61,55,4,0.76,NA,2005,COL,NA,NA,NA,Dustan Mohr,744,Rockies
"Hammock, Robby",C,34,32,37,37,27,35,33,37,19,0.75,7116,2008,ARI,33,NA,NA,Robby Hammock,1686,Diamondbacks
"Dobbs, Greg",3B,35,31,40,48,24,33,37,30,23,0.8,7439,2007,PHI,NA,NA,NA,Greg Dobbs,2158,Phillies
"Perez, Timo",NA,43,34,42,45,44,41,50,49,15,0.59,NA,2004,CHA,NA,29,69,Timo Perez,891,White Sox
"Kendrick, Howie",1B,52,56,64,62,36,45,45,43,6,0.73,7746,2006,ANA,NA,NA,NA,Howie Kendrick,4229,Angels
"Woodward, Chris",2B,35,36,37,40,30,33,36,35,15,0.72,6244,2006,NYN,NA,NA,NA,Chris Woodward,1329,Mets
"Dukes, Elijah",CF,42,28,44,56,36,40,58,32,14,0.62,7916,2007,TBA,NA,NA,NA,Elijah Dukes,4946,Devil Rays
"Lawton, Matt",RF,NA,27,36,54,34,31,16,13,6,0.73,NA,2003,NA,NA,NA,97,Matt Lawton,390,Indians
"Wood, Brandon",SS,57,57,57,58,51,42,75,64,8,0.79,7921,2008,ANA,56,NA,NA,Brandon Wood,6592,Angels
"Vizquel, Omar",SS,81,92,78,65,93,100,38,95,52,0.73,4306,2008,SFN,82,NA,NA,Omar Vizquel,411,Giants
"Vazquez, Ramon",3B,38,37,40,38,36,34,32,49,9,0.72,6815,2006,CLE,NA,NA,NA,Ramon Vazquez,1058,Indians
"Hidalgo, Richard",RF,NA,56,50,54,69,83,94,83,11,0.77,NA,2003,NA,NA,NA,227,Richard Hidalgo,561,Astros
"Perez, Neifi",NA,60,56,64,55,64,59,63,60,31,0.58,NA,2004,SFN,NA,31,82,Neifi Perez,620,- - -
"Wise, DeWayne",CF,50,48,63,74,42,40,32,28,22,0.73,6442,2008,CHA,56,NA,NA,DeWayne Wise,1554,White Sox
"Hamilton, Josh",CF,68,56,64,69,58,70,91,88,21,0.72,6679,2007,CIN,NA,NA,NA,Josh Hamilton,1875,Reds
"Blum, Geoff",3B,40,43,38,36,42,44,38,42,15,0.76,6307,2008,HOU,40,NA,NA,Geoff Blum,550,Astros
"Winn, Randy",RF,69,78,74,72,68,68,42,65,56,0.78,5998,2008,SFN,70,NA,NA,Randy Winn,1235,Giants
"Bay, Jason",LF,56,60,58,60,56,60,34,63,23,0.72,7143,2006,PIT,NA,NA,NA,Jason Bay,1717,Pirates
"Hudson, Orlando",2B,74,75,79,77,71,76,61,71,23,0.67,6875,2006,ARI,NA,NA,NA,Orlando Hudson,1307,Diamondbacks
C Koskie,NA,59,63,56,46,60,64,63,67,52,0.68,NA,2005,TOR,NA,NA,NA,Corey Koskie,738,Blue Jays
"Young, Dmitri",1B,16,23,13,11,11,13,24,24,32,0.71,5699,2007,WAS,NA,NA,NA,Dmitri Young,505,Nationals
"Ojeda, Miguel",C,31,43,9,12,42,41,36,45,5,0.53,7139,2006,COL,NA,NA,NA,Miguel Ojeda,1712,- - -
"Feliz, Pedro",3B,68,67,68,51,72,73,78,76,53,0.7,6578,2006,SFN,NA,NA,NA,Pedro Feliz,1112,Giants
"Scutaro, Marco",2B,NA,43,36,42,34,48,38,46,5,0.71,NA,2003,NA,NA,NA,21,Marco Scutaro,1555,Mets
"Teahen, Mark",RF,55,42,57,68,41,43,79,72,23,0.65,7365,2007,KCA,NA,NA,NA,Mark Teahen,4511,Royals
M Loretta,NA,60,59,50,46,77,76,38,79,12,0.85,NA,2005,SDN,NA,NA,NA,Mark Loretta,1383,Padres
"Hart, Corey",RF,49,43,48,74,40,45,56,39,14,0.74,7336,2006,MIL,NA,NA,NA,Corey Hart,1945,Brewers
"Wilson, Vance",NA,58,65,51,34,59,67,65,71,11,0.78,NA,2004,NYN,NA,31,43,Vance Wilson,903,Mets
J Carroll,NA,53,52,54,57,57,57,30,59,20,0.72,NA,2005,MON,NA,NA,NA,Jamey Carroll,1591,Nationals
"Clayton, Royce",NA,61,56,61,67,69,64,46,64,6,0.78,NA,2004,COL,NA,34,138,Royce Clayton,226,Rockies
"Hall, Bill",3B,44,44,53,57,30,24,64,33,25,0.75,6992,2008,MIL,45,NA,NA,Bill Hall,1605,Brewers
"Kennedy, Adam",2B,NA,71,71,63,73,80,48,81,16,0.66,NA,2003,NA,NA,NA,237,Adam Kennedy,19,Angels
"Zobrist, Ben",SS,45,41,49,52,38,42,41,51,42,0.72,7829,2008,TBA,44,NA,NA,Ben Zobrist,7435,Rays
"Figgins, Chone",NA,52,48,62,86,42,41,43,32,16,0.62,NA,2004,ANA,NA,26,142,Chone Figgins,1580,Angels
"Suzuki, Ichiro",NA,91,88,95,89,85,96,93,90,22,0.93,NA,2004,SEA,NA,31,156,Ichiro Suzuki,1101,Mariners
"Konerko, Paul",1B,26,35,10,10,44,30,33,30,32,0.69,5908,2008,CHA,29,NA,NA,Paul Konerko,242,White Sox
"Inglett, Joe",2B,51,53,60,61,45,45,36,50,32,0.79,7802,2008,TOR,52,NA,NA,Joe Inglett,7254,Blue Jays
"Hairston, Scott",CF,46,39,55,62,43,39,40,36,38,0.7,7046,2008,SDN,50,NA,NA,Scott Hairston,1926,Padres
"Green, Nick",2B,53,51,63,56,46,51,45,53,14,0.83,6888,2006,TBA,NA,NA,NA,Nick Green,1502,- - -
